Code,Name,LongName,Market,Sector,SubSector,Price,FiftyTwoWeek,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MarketCapInMillion
0348,CLITE [s],CHEMLITE INNOVATION BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.185000,0.135-0.290,6,0.900000,0.000000,0.090000,20.490000,0.000000,10.030000,2.060000,111.000000
0249,LGMS [s],LGMS BERHAD,Main Market,Technology,Digital Services,0.480000,0.455-1.040,493,2.240000,1.200000,0.224000,21.420000,2.500000,9.990000,2.140000,218.880000
0308,KTI [s],KTI LANDMARK BERHAD,Ace Market,Property,Property,0.460000,0.345-0.460,57,2.390000,0.400000,0.240000,19.280000,0.870000,9.940000,1.920000,368.000000
7176,TPC [s],TPC PLUS BHD,Main Market,Consumer Products & Services,Agricultural Products,0.300000,0.270-0.380,387,4.470000,2.000000,0.450000,6.710000,6.670000,9.930000,0.670000,92.470000
1082,HLFG,HONG LEONG FINANCIAL GROUP BHD,Main Market,Financial Services,Banking,19.400000,15.700-23.100,4,288.290000,72.000000,29.160000,6.730000,3.710000,9.890000,0.670000,22261.830000
5341,LACMED [s],LAC MED BERHAD,Main Market,Health Care,Health Care Equipment & Services,0.870000,0.750-1.340,27,5.930000,0.000000,0.300000,14.670000,0.000000,9.890000,2.900000,348.000000
0240,CORAZA [s],CORAZA INTEGRATED TECHNOLOGY BERHAD,Ace Market,Industrial Products & Services,Industrial Engineering,0.620000,0.335-0.690,8,2.870000,0.000000,0.290000,21.640000,0.000000,9.880000,2.140000,306.400000
1015,AMBANK,AMMB HOLDINGS BERHAD,Main Market,Financial Services,Banking,6.710000,4.930-6.850,91,63.190000,30.200000,6.400000,10.620000,4.500000,9.870000,1.050000,22238.180000
1066,RHBBANK,RHB BANK BERHAD,Main Market,Financial Services,Banking,8.440000,6.070-8.650,39,77.100000,50.000000,7.828000,10.950000,5.920000,9.850000,1.080000,36814.550000
5041,PBA [s],PBA HOLDINGS BHD,Main Market,Utilities,"Gas, Water & Multi-Utilities",1.830000,1.800-2.160,228,34.580000,4.500000,3.520000,5.290000,2.460000,9.820000,0.520000,606.220000
7107,OFI [s],ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Main Market,Consumer Products & Services,Food & Beverages,1.210000,1.180-1.520,1,12.080000,6.500000,1.230000,10.010000,5.370000,9.820000,0.980000,290.400000
0353,WESTRVR [s],WEST RIVER BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.210000,0.150-0.405,400,1.770000,0.000000,0.180000,11.880000,0.000000,9.820000,1.170000,75.120000
9571,MITRA [s],MITRAJAYA HOLDINGS BERHAD,Main Market,Construction,Construction,0.570000,0.275-0.810,1,11.350000,1.000000,1.160000,5.020000,1.750000,9.790000,0.490000,419.600000
5011,MSNIAGA [s],MESINIAGA BERHAD,Main Market,Technology,Digital Services,1.120000,1.050-1.500,124,19.600000,5.000000,2.008000,5.710000,4.460000,9.760000,0.560000,67.650000
0237,HAILY [s],HAILY GROUP BERHAD,Ace Market,Construction,Construction,0.190000,0.175-0.250,4,2.730000,0.640000,0.280000,6.960000,3.370000,9.750000,0.680000,80.370000
0256,UMC [s],UMEDIC GROUP BERHAD,Main Market,Health Care,Health Care Equipment & Services,0.300000,0.280-0.475,1,2.190000,0.300000,0.224000,13.720000,1.000000,9.750000,1.340000,112.170000
0269,DSS [s],DS SIGMA HOLDINGS BERHAD,Main Market,Industrial Products & Services,Packaging Materials,0.250000,0.205-0.290,0,2.430000,1.000000,0.250000,10.280000,4.000000,9.730000,1.000000,120.000000
6742,YTLPOWR,YTL POWER INTERNATIONAL BHD,Main Market,Utilities,"Gas, Water & Multi-Utilities",2.930000,2.510-4.420,60,24.110000,8.000000,2.480000,12.150000,2.730000,9.720000,1.180000,25479.560000
0229,MOBILIA [s],MOBILIA HOLDINGS BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.085000,0.085-0.140,367,1.170000,0.500000,0.120000,7.290000,5.880000,9.720000,0.710000,59.500000
0835EA,KLCI1XI,KENANGA KLCI DAILY (-1X) INVERSE ETF,,,,1.590000,1.590-2.000,0,17.300000,0.000000,1.783000,9.190000,0.000000,9.700000,0.890000,1.590000
0112,MIKROMB [s],MIKRO MSC BERHAD,Ace Market,Technology,Technology Equipment,0.365000,0.190-0.455,10,2.430000,0.000000,0.250000,15.050000,0.000000,9.690000,1.460000,441.040000
0017,NOVATECH [s],NOVA TECHNOLOGY SERVICES BERHAD,Ace Market,Telecommunications & Media,Telecommunications Equipment,0.030000,0.025-0.120,15,0.600000,0.000000,0.062000,5.020000,0.000000,9.680000,0.490000,26.890000
7277,DIALOG [s],DIALOG GROUP BERHAD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",2.280000,1.130-2.360,222,9.920000,3.100000,1.029000,22.980000,1.360000,9.640000,2.220000,12872.920000
5236,MATRIX [s],MATRIX CONCEPTS HOLDINGS BERHAD,Main Market,Property,Property,1.300000,1.220-1.480,14,11.890000,3.500000,1.240000,10.940000,2.690000,9.590000,1.050000,2440.130000
0058,JCBNEXT,JCBNEXT BERHAD,Main Market,Industrial Products & Services,Industrial Services,1.710000,1.550-1.810,0,32.880000,0.000000,3.440000,5.200000,0.000000,9.560000,0.500000,223.980000
6947,CDB [s],CELCOMDIGI BERHAD,Main Market,Telecommunications & Media,Telecommunications Service Providers,3.040000,2.930-4.000,50,12.900000,14.700000,1.350000,23.560000,4.840000,9.560000,2.250000,35663.780000
0321,SDCG [s],SOLAR DISTRICT COOLING GROUP BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.635000,0.465-0.640,78,1.430000,1.500000,0.150000,44.540000,2.360000,9.500000,4.230000,269.130000
3042,PETRONM [s],PETRON MALAYSIA REFINING & MARKETING BERHAD,Main Market,Energy,Oil & Gas Producers,4.630000,2.950-5.150,1,90.990000,10.000000,9.581000,5.090000,2.160000,9.500000,0.480000,1250.100000
7146,AEM,AE MULTI HOLDINGS BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.060000,0.035-0.070,2,2.470000,0.000000,0.260000,2.430000,0.000000,9.490000,0.230000,12.980000
9059,TSH [s],TSH RESOURCES BERHAD,Main Market,Plantation,Plantation,1.340000,1.000-1.400,19,14.270000,5.000000,1.505000,9.390000,3.730000,9.480000,0.890000,1717.620000
2593,UMCCA [s],UNITED MALACCA BERHAD,Main Market,Plantation,Plantation,5.750000,4.900-6.030,907,69.540000,18.000000,7.350000,8.270000,3.130000,9.460000,0.780000,1206.170000
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,Main Market,Financial Services,Banking,4.880000,3.829-5.590,92,47.280000,19.400000,5.000000,10.320000,3.980000,9.460000,0.980000,8443.490000
5336,CKI [s],CUCKOO INTERNATIONAL (MAL) BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.455000,0.450-1.110,25,7.320000,0.000000,0.775000,6.210000,0.000000,9.450000,0.590000,651.920000
5347,TENAGA [s],TENAGA NASIONAL BHD,Main Market,Utilities,Electricity,14.380000,12.500-14.980,39,81.800000,53.000000,8.713000,17.580000,3.690000,9.390000,1.650000,83823.070000
0215,SLVEST [s],SOLARVEST HOLDINGS BERHAD,Main Market,Energy,Renewable Energy,2.260000,1.530-3.390,15,7.960000,0.000000,0.850000,28.380000,0.000000,9.370000,2.660000,2161.380000
7382,GLBHD [s],GOLDEN LAND BERHAD,Main Market,Plantation,Plantation,0.315000,0.200-0.340,122,13.020000,0.000000,1.390000,2.420000,0.000000,9.370000,0.230000,70.220000
8206,ECOWLD [s],ECO WORLD DEVELOPMENT GROUP BERHAD,Main Market,Property,Property,2.080000,1.520-2.300,23,15.960000,7.000000,1.720000,13.030000,3.370000,9.280000,1.210000,6700.760000
0202,RGTECH [s],RADIANT GLOBALTECH BERHAD,Ace Market,Technology,Digital Services,0.220000,0.220-0.340,119,1.600000,0.600000,0.173000,13.760000,2.730000,9.240000,1.270000,122.210000
7228,T7GLOBAL [s],T7 GLOBAL BERHAD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",0.265000,0.225-0.500,3,5.080000,0.000000,0.550000,5.220000,0.000000,9.240000,0.480000,243.870000
4197,SIME [s],SIME DARBY BERHAD,Main Market,Consumer Products & Services,Automotive,2.320000,1.560-2.470,141,25.560000,14.000000,2.780000,9.080000,6.030000,9.190000,0.830000,15812.190000
0370,XPB [s],EXPRESS POWERR SOLUTIONS (M) BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.140000,0.125-0.240,30,1.010000,0.000000,0.083000,13.850000,0.000000,9.140000,1.690000,130.820000
5249,IOIPG [s],IOI PROPERTIES GROUP BERHAD,Main Market,Property,Property,3.470000,1.630-3.720,47,41.290000,8.000000,4.530000,8.400000,2.310000,9.110000,0.770000,19106.320000
3417,E&O,EASTERN & ORIENTAL BERHAD,Main Market,Property,Property,0.700000,0.605-0.915,19,9.090000,1.000000,1.000000,7.700000,1.430000,9.090000,0.700000,1762.970000
2305,AYER,AYER HOLDINGS BERHAD,Main Market,Property,Property,6.910000,6.510-9.000,0,76.340000,40.000000,8.410000,9.050000,5.790000,9.080000,0.820000,517.230000
5235SS,KLCC [s],KLCC REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,9.100000,8.390-9.570,475,70.920000,47.000000,7.830000,12.830000,5.160000,9.060000,1.160000,16428.530000
7005,BIG [s],B.I.G. INDUSTRIES BHD,Main Market,Industrial Products & Services,Diversified Industrials,0.505000,0.485-0.660,0,7.690000,0.000000,0.850000,6.570000,0.000000,9.050000,0.590000,32.060000
03043,UTAMA [s],UCI RESOURCES BERHAD,Leap Market,Industrial Products & Services,Building Materials,0.270000,0.270-0.270,0,0.710000,0.180000,0.079000,38.050000,0.670000,9.020000,3.430000,90.020000
0319,VTC [s],VETECE HOLDINGS BERHAD,Ace Market,Technology,Digital Services,0.195000,0.180-0.340,281,0.990000,0.850000,0.110000,19.730000,4.360000,8.990000,1.770000,76.440000
6068,PCCS,PCCS GROUP BERHAD,Main Market,Consumer Products & Services,Personal Goods,0.285000,0.255-0.340,58,7.310000,1.000000,0.815000,3.900000,3.510000,8.970000,0.350000,63.560000
9369,TGL [s],TEO GUAN LEE CORPORATION BHD,Main Market,Consumer Products & Services,Personal Goods,0.810000,0.800-1.100,0,12.820000,5.000000,1.430000,6.320000,6.170000,8.970000,0.570000,71.280000
6874,JAGCPTL [s],JAG CAPITAL BERHAD,Main Market,Industrial Products & Services,Industrial Services,1.010000,0.535-1.180,5,10.820000,4.000000,1.210000,9.330000,3.960000,8.940000,0.830000,562.830000
7134,PWF [s],PWF CORPORATION BERHAD,Main Market,Consumer Products & Services,Agricultural Products,0.765000,0.705-0.845,200,12.250000,4.500000,1.370000,6.250000,5.880000,8.940000,0.560000,243.160000
5533,OCB [s],OCB BERHAD,Main Market,Consumer Products & Services,Food & Beverages,0.740000,0.660-0.950,0,16.960000,2.000000,1.900000,4.360000,2.700000,8.930000,0.390000,76.110000
5250,SEM,7-ELEVEN MALAYSIA HOLDINGS BERHAD,Main Market,Consumer Products & Services,Retailers,1.990000,1.900-2.020,105,2.730000,2.700000,0.307000,72.890000,1.360000,8.890000,6.480000,2331.710000
0337,SET [s],SWIFT ENERGY TECHNOLOGY BERHAD,Ace Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.165000,0.160-0.325,3,1.240000,0.600000,0.140000,13.270000,3.640000,8.880000,1.180000,165.130000
8273,PPHB,PUBLIC PACKAGES HOLDINGS BHD,Main Market,Industrial Products & Services,Packaging Materials,0.630000,0.610-0.765,674,15.610000,0.750000,1.770000,4.040000,1.190000,8.820000,0.360000,168.020000
5212,PAVREIT,PAVILION REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,1.740000,1.220-2.030,32,11.890000,10.000000,1.349000,14.640000,5.750000,8.810000,1.290000,6834.650000
5008,HARISON,HARRISONS HOLDINGS (M) BHD,Main Market,Consumer Products & Services,Food & Beverages,1.180000,1.130-1.540,285,12.260000,6.500000,1.400000,9.620000,5.510000,8.760000,0.840000,404.090000
9962,GMUTUAL [s],GROMUTUAL BHD,Main Market,Property,Property,0.255000,0.225-0.345,850,10.280000,1.000000,1.180000,2.480000,3.920000,8.710000,0.220000,95.780000
0316,SCB [s],SIK CHEONG BERHAD,Ace Market,Consumer Products & Services,Food & Beverages,0.120000,0.110-0.180,1,1.560000,0.000000,0.180000,7.670000,0.000000,8.690000,0.670000,31.920000
5286,MI [s],MI TECHNOVATION BERHAD,Main Market,Technology,Technology Equipment,2.790000,1.400-3.560,7,10.420000,3.000000,1.200000,26.770000,1.080000,8.680000,2.320000,2511.000000
0208,GREATEC [s],GREATECH TECHNOLOGY BERHAD,Main Market,Technology,Technology Equipment,1.820000,1.100-2.360,37,3.460000,0.000000,0.399000,52.670000,0.000000,8.660000,4.560000,4576.470000
0297,TSA [s],TSA GROUP BERHAD,Ace Market,Industrial Products & Services,Metals,0.845000,0.700-0.920,0,5.190000,4.000000,0.600000,16.270000,4.730000,8.650000,1.410000,261.360000
7579,AWC [s],AWC BERHAD,Main Market,Industrial Products & Services,Industrial Services,0.510000,0.495-0.805,430,5.960000,1.250000,0.691000,8.550000,2.450000,8.630000,0.740000,175.430000
0336,WINSTAR,WINSTAR CAPITAL BERHAD,Ace Market,Industrial Products & Services,Metals,0.525000,0.350-0.630,250,3.310000,0.000000,0.384000,15.880000,0.000000,8.600000,1.370000,163.870000
0186,PTRANS [s],PERAK TRANSIT BERHAD,Main Market,Consumer Products & Services,"Travel, Leisure & Hospitality",0.215000,0.215-0.740,21,6.460000,1.500000,0.753000,3.330000,6.980000,8.580000,0.290000,261.430000
0196,QES [s],QES GROUP BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.365000,0.340-0.520,14,1.960000,0.750000,0.230000,18.640000,2.050000,8.510000,1.590000,304.460000
0363,PMCK [s],PMCK BERHAD,Ace Market,Health Care,Health Care Providers,0.195000,0.170-0.240,23,1.190000,0.120000,0.140000,16.360000,0.620000,8.510000,1.390000,212.670000
3867,MPI [s],MALAYSIAN PACIFIC INDUSTRIES,Main Market,Technology,Semiconductors,29.000000,13.300-34.580,718,92.320000,35.000000,10.850000,31.410000,1.210000,8.510000,2.670000,6086.650000
7250,UZMA [s],UZMA BHD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",0.395000,0.315-0.560,15,9.600000,0.000000,1.130000,4.120000,0.000000,8.490000,0.350000,235.150000
0168,BMGREEN [s],BM GREENTECH BERHAD,Main Market,Energy,Renewable Energy,1.190000,1.180-1.980,1,7.050000,2.750000,0.830000,16.890000,2.310000,8.490000,1.430000,818.480000
4057,ASIAPAC [s],ASIAN PAC HOLDINGS BERHAD,Main Market,Property,Property,0.125000,0.080-0.135,21,6.950000,0.000000,0.819000,1.800000,0.000000,8.490000,0.150000,186.110000
0243,CENGILD [s],CENGILD MEDICAL BERHAD,Ace Market,Health Care,Health Care Providers,0.210000,0.200-0.275,2,1.160000,0.970000,0.137000,18.050000,4.620000,8.470000,1.530000,174.910000
5243,VELESTO [s],VELESTO ENERGY BERHAD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",0.330000,0.130-0.350,520,2.450000,3.000000,0.290000,13.440000,9.090000,8.470000,1.140000,2717.710000
5028,HTPADU [s],HEITECH PADU BHD,Main Market,Technology,Digital Services,1.380000,1.360-2.400,284,13.960000,0.000000,1.650000,9.890000,0.000000,8.460000,0.840000,224.920000
4383,JTIASA [s],JAYA TIASA HOLDINGS BHD,Main Market,Plantation,Plantation,1.160000,0.995-1.290,38,14.970000,6.500000,1.770000,7.750000,5.600000,8.460000,0.660000,1129.510000
0238,CEKD [s],CEKD BERHAD,Ace Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.275000,0.265-0.400,202,3.380000,1.250000,0.400000,8.150000,4.550000,8.440000,0.690000,53.510000
7199,KEINHIN [s],KEIN HING INTERNATIONAL BHD,Main Market,Industrial Products & Services,Metals,1.300000,0.995-1.450,0,14.490000,2.500000,1.720000,8.970000,1.920000,8.420000,0.760000,141.570000
0149,FIBON,FIBON BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.385000,0.305-0.460,143,5.770000,1.100000,0.690000,6.670000,2.860000,8.360000,0.560000,37.730000
8052,CGB [s],CENTRAL GLOBAL BERHAD,Main Market,Construction,Construction,0.890000,0.830-0.910,139,1.450000,0.000000,0.174000,61.430000,0.000000,8.350000,5.130000,772.160000
6939,FIAMMA [s],FIAMMA HOLDINGS BERHAD,Main Market,Consumer Products & Services,Houshold Goods,1.150000,0.985-1.270,0,12.240000,0.000000,1.467000,9.400000,0.000000,8.340000,0.780000,609.850000
5307,AMEREIT [s],AME REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,1.600000,1.400-1.800,7,9.280000,7.430000,1.115000,17.240000,4.640000,8.330000,1.440000,849.760000
0012,3A [s],THREE-A RESOURCES BERHAD,Main Market,Consumer Products & Services,Food & Beverages,0.680000,0.670-0.785,1,8.590000,3.800000,1.032000,7.910000,5.590000,8.330000,0.660000,334.560000
5053,OSK,OSK HOLDINGS BERHAD,Main Market,Property,Property,1.590000,1.013-1.740,23,18.330000,6.000000,2.210000,8.680000,3.770000,8.290000,0.720000,4997.290000
0271,WELLS [s],WELLSPIRE HOLDINGS BERHAD,Ace Market,Consumer Products & Services,Food & Beverages,0.650000,0.645-0.690,10,0.750000,0.000000,0.090000,87.110000,0.000000,8.250000,7.190000,462.880000
5106,AXREIT [s],AXIS REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,1.940000,1.710-2.240,72,13.930000,10.550000,1.691000,13.930000,5.440000,8.240000,1.150000,3928.300000
6769,JKGLAND [s],JKG LAND BERHAD,Main Market,Property,Property,0.105000,0.095-0.120,701,2.380000,0.000000,0.290000,4.400000,0.000000,8.220000,0.360000,238.870000
7187,CHGP [s],CHIN HIN GROUP PROPERTY BERHAD,Main Market,Property,Property,1.050000,0.945-1.245,1,4.250000,1.000000,0.520000,24.730000,0.950000,8.170000,2.020000,1455.820000
0328,3REN,3REN BERHAD,Ace Market,Technology,Semiconductors,0.290000,0.200-0.480,3,1.310000,0.750000,0.160000,22.220000,2.590000,8.160000,1.810000,188.880000
7935,MILUX [s],MILUX CORPORATION BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.645000,0.300-0.705,0,1.390000,0.000000,0.170000,46.540000,0.000000,8.150000,3.790000,151.610000
7055,PLB [s],PLB ENGINEERING BERHAD,Main Market,Property,Property,0.860000,0.720-1.050,0,5.780000,0.000000,0.710000,14.870000,0.000000,8.150000,1.210000,96.660000
5398,GAMUDA [s],GAMUDA BERHAD,Main Market,Construction,Construction,3.990000,3.480-5.800,309,17.190000,10.000000,2.130000,23.210000,2.510000,8.070000,1.870000,23758.970000
5211,SUNWAY [s],SUNWAY BERHAD,Main Market,Industrial Products & Services,Diversified Industrials,5.470000,3.858-5.978,45,19.160000,6.000000,2.380000,28.550000,1.100000,8.050000,2.300000,37225.680000
7595,MGB [s],MGB BERHAD,Main Market,Construction,Construction,0.410000,0.395-0.650,918,8.490000,3.060000,1.060000,4.830000,7.460000,8.010000,0.390000,242.580000
5200,UOADEV [s],UOA DEVELOPMENT BHD,Main Market,Property,Property,1.810000,1.650-1.950,4,17.850000,10.000000,2.230000,10.140000,5.520000,8.000000,0.810000,4807.610000
1724,PARAMON [s],PARAMOUNT CORPORATION BERHAD,Main Market,Property,Property,1.010000,0.900-1.110,2,19.080000,7.500000,2.390000,5.290000,7.430000,7.980000,0.420000,629.000000
0352,WTEC [s],WTEC GROUP BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.120000,0.115-0.265,563,0.960000,0.500000,0.120000,12.560000,4.170000,7.960000,1.000000,57.600000
0393,TEAMSTR [s],TEAMSTAR BERHAD,Ace Market,Consumer Products & Services,Retailers,0.245000,0.215-0.260,11,2.850000,0.000000,0.090000,8.580000,0.000000,7.930000,2.720000,196.000000
0330,SUPREME [s],SUPREME CONSOLIDATED RESOURCES BHD,Ace Market,Consumer Products & Services,Consumer Services,0.200000,0.175-0.265,1,2.220000,0.850000,0.280000,9.020000,4.250000,7.920000,0.710000,86.000000
7233,DUFU [s],DUFU TECHNOLOGY CORP. BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.320000,0.890-2.250,19,5.130000,3.500000,0.650000,25.730000,2.650000,7.890000,2.030000,722.190000
5278,RHONEMA,RHONE MA HOLDINGS BERHAD,Main Market,Consumer Products & Services,Agricultural Products,0.690000,0.580-0.735,50,6.310000,2.500000,0.800000,10.930000,3.620000,7.890000,0.860000,154.790000
0382,FOODIE,FOODIE MEDIA BERHAD,Ace Market,Telecommunications & Media,Media,0.320000,0.305-0.570,49,0.950000,0.000000,0.060000,33.820000,0.000000,7.890000,5.330000,284.160000
5297,TJSETIA [s],TUJU SETIA BERHAD,Main Market,Construction,Construction,0.200000,0.175-0.275,0,1.730000,0.300000,0.220000,11.570000,1.500000,7.850000,0.910000,69.700000
7160,PENTA [s],PENTAMASTER CORPORATION BERHAD,Main Market,Technology,Technology Equipment,2.970000,1.860-4.460,13,8.700000,0.000000,1.110000,34.140000,0.000000,7.830000,2.670000,2115.580000
7471,EDEN [s],EDEN INC. BHD,Main Market,Utilities,Electricity,0.145000,0.135-0.185,8,5.770000,0.000000,0.740000,2.510000,0.000000,7.790000,0.200000,73.280000
9423,CWG [s],CWG HOLDINGS BERHAD,Main Market,Consumer Products & Services,Consumer Services,0.160000,0.160-0.210,0,3.870000,0.500000,0.500000,4.130000,3.130000,7.740000,0.320000,41.980000
5300,YENHER,YENHER HOLDINGS BERHAD,Main Market,Consumer Products & Services,Agricultural Products,0.770000,0.715-0.860,10,6.890000,3.000000,0.893000,11.170000,3.900000,7.720000,0.860000,231.000000
7128,CAMRES [s],CAM RESOURCES BHD,Main Market,Consumer Products & Services,Houshold Goods,0.325000,0.230-0.355,190,6.950000,0.000000,0.900000,4.680000,0.000000,7.720000,0.360000,63.960000
0329,METRO [s],METRO HEALTHCARE BERHAD,Ace Market,Health Care,Health Care Providers,0.220000,0.170-0.245,2,0.590000,0.650000,0.077000,37.550000,2.950000,7.650000,2.870000,215.360000
5160,HOMERIZ [s],HOMERITZ CORPORATION BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.390000,0.380-0.565,478,5.200000,0.000000,0.680000,7.500000,0.000000,7.650000,0.570000,180.670000
7210,FM [s],FM GLOBAL LOGISTICS HOLDINGS BERHAD,Main Market,Transportation & Logistics,Transportation & Logistics Services,0.585000,0.525-0.620,396,5.880000,4.500000,0.770000,9.960000,7.690000,7.630000,0.760000,326.690000
0285,MERSEC,MERCURY SECURITIES GROUP BERHAD,Ace Market,Financial Services,Other Financials,0.275000,0.275-0.375,14,1.640000,0.500000,0.215000,16.790000,1.820000,7.620000,1.280000,245.580000
0380,AQUAWALK [s],AQUAWALK GROUP BERHAD,Ace Market,Consumer Products & Services,"Travel, Leisure & Hospitality",0.245000,0.220-0.450,29,1.920000,1.000000,0.127000,12.750000,4.080000,7.580000,1.930000,451.540000
1058,MANULFE,MANULIFE HOLDINGS BERHAD,Main Market,Financial Services,Insurance,2.230000,1.990-2.510,305,48.330000,8.000000,6.380000,4.610000,3.590000,7.580000,0.350000,516.540000
0201,NOVA [s],NOVA WELLNESS GROUP BERHAD,Main Market,Health Care,Pharmaceuticals,0.355000,0.260-0.445,100,2.800000,1.600000,0.370000,12.690000,4.510000,7.560000,0.960000,113.150000
5210,ARMADA [s],BUMI ARMADA BERHAD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",0.320000,0.280-0.555,229,7.410000,1.000000,0.990000,4.320000,3.130000,7.480000,0.320000,1896.930000
7237,PWROOT [s],POWER ROOT BERHAD,Main Market,Consumer Products & Services,Food & Beverages,1.100000,1.100-1.480,3,5.080000,6.500000,0.680000,21.660000,5.910000,7.470000,1.620000,467.000000
0311,GOHUB [s],GO HUB CAPITAL BERHAD,Ace Market,Technology,Software,0.860000,0.450-1.050,3,1.190000,0.000000,0.160000,72.010000,0.000000,7.460000,5.380000,378.400000
9792,SEG [s],SEG INTERNATIONAL BHD,Main Market,Consumer Products & Services,Consumer Services,0.650000,0.605-0.830,8,0.630000,1.800000,0.085000,102.740000,2.770000,7.450000,7.660000,822.730000
5329,AZAMJAYA,AZAM JAYA BERHAD,Main Market,Construction,Construction,1.030000,0.910-1.200,130,2.520000,0.500000,0.340000,40.790000,0.490000,7.430000,3.030000,515.000000
0365,A1AKK [s],A1 A.K. KOH GROUP BERHAD,Ace Market,Consumer Products & Services,Food & Beverages,0.185000,0.180-0.255,3,0.590000,0.180000,0.080000,31.190000,0.970000,7.410000,2.310000,155.400000
0347,DENGKIL [s],WAWASAN DENGKIL HOLDINGS BERHAD,Ace Market,Construction,Construction,0.140000,0.135-0.270,6,1.460000,0.000000,0.200000,9.600000,0.000000,7.290000,0.700000,75.620000
5789,LBS [s],LBS BINA GROUP BERHAD,Main Market,Property,Property,0.455000,0.370-0.520,21,7.970000,3.300000,1.100000,5.710000,7.250000,7.250000,0.410000,714.460000
7162,ASTINO [s],ASTINO BERHAD,Main Market,Industrial Products & Services,Building Materials,0.500000,0.485-0.565,83,9.190000,1.000000,1.270000,5.440000,2.000000,7.230000,0.390000,246.710000
7079,TWL [s],TWL HOLDINGS BERHAD,Main Market,Property,Property,0.025000,0.020-0.030,156,0.650000,0.000000,0.090000,3.840000,0.000000,7.230000,0.280000,164.650000
7108,PERDANA [s],PERDANA PETROLEUM BERHAD,Main Market,Energy,"Energy, Infrastructure, Equipment & Services",0.160000,0.135-0.220,62,2.520000,0.000000,0.350000,6.350000,0.000000,7.190000,0.460000,356.420000
5094,CSCSTEL [s],CSC STEEL HOLDINGS BERHAD,Main Market,Industrial Products & Services,Metals,1.420000,1.000-1.590,5,18.270000,7.000000,2.550000,7.770000,4.930000,7.170000,0.560000,539.600000
2445,KLK [s],KUALA LUMPUR KEPONG BERHAD,Main Market,Plantation,Plantation,20.120000,18.340-21.580,3,87.730000,60.000000,12.280000,22.930000,2.980000,7.140000,1.640000,22457.960000
0166,INARI [s],INARI AMERTRON BERHAD,Main Market,Technology,Semiconductors,1.310000,1.210-2.670,108,5.200000,5.500000,0.729000,25.170000,4.200000,7.140000,1.800000,4984.710000
5276,DANCO [s],DANCOMECH HOLDINGS BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.350000,0.350-0.440,1,3.710000,2.000000,0.520000,9.440000,5.710000,7.130000,0.670000,154.890000
5143,LUXCHEM [s],LUXCHEM CORPORATION BERHAD,Main Market,Industrial Products & Services,Chemicals,0.355000,0.350-0.480,1,3.910000,1.700000,0.550000,9.080000,4.790000,7.110000,0.650000,379.800000
2291,GENP [s],GENTING PLANTATIONS BERHAD,Main Market,Plantation,Plantation,5.160000,4.750-5.360,212,39.500000,28.000000,5.560000,13.060000,5.430000,7.100000,0.930000,4630.370000
7091,UNIMECH [s],UNIMECH GROUP BHD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.360000,1.290-1.500,38,16.650000,4.700000,2.353000,8.170000,3.460000,7.070000,0.580000,205.050000
9598,PTARAS [s],PINTARAS JAYA BHD,Main Market,Construction,Construction,1.360000,1.250-1.660,65,16.870000,6.000000,2.400000,8.060000,4.410000,7.030000,0.570000,225.580000
5275,MYNEWS,MYNEWS HOLDINGS BERHAD,Main Market,Consumer Products & Services,Retailers,0.545000,0.500-0.700,927,2.380000,1.000000,0.340000,22.930000,1.830000,6.990000,1.600000,408.940000
